location_stand,banking,bike_stands,available_bike_stands,available_bikes,status,date,time ,longitude,latitude,workingday,weather,Season,temp,humidity,windspeed
"End of Hatch street lower, both sides of the road, outside cafe sol",TRUE,40,36,4,OPEN,09-01-2021,22:40:00,-6.255485415,53.33438318,0,1,1,6.56,59,7.0015
Hatch street lower,TRUE,20,13,7,OPEN,09-01-2021,22:40:00,-6.25756681,53.33374331,0,1,1,7.38,55,11.0014
"George's street, opposite Dublin business school",TRUE,40,37,3,OPEN,09-01-2021,22:40:00,-6.264339387,53.34348527,0,1,1,7.38,59,6.0032
Open square beside Dublin City hall,FALSE,16,10,6,OPEN,09-01-2021,22:40:00,-6.266876757,53.34402251,0,2,1,7.38,64,7.0015
Capel street outside spar,TRUE,38,10,28,OPEN,09-01-2021,22:40:00,-6.26842171,53.34736269,0,2,1,7.38,64,8.9981
"Great strand street, outside pantibar",FALSE,30,0,0,CLOSED,09-01-2021,22:40:00,-6.267835647,53.34653888,0,2,1,8.2,59,12.998
"Essex street west, outside the gaiety school of acting.",TRUE,16,0,16,OPEN,09-01-2021,22:40:00,-6.268506199,53.34472227,0,2,1,9.02,55,11.0014
Wellington quay,FALSE,25,10,15,OPEN,09-01-2021,22:40:00,-6.267154366,53.34537639,0,2,1,9.02,60,8.9981
Four courts luas stop,FALSE,20,12,8,OPEN,09-01-2021,22:40:00,-6.272738725,53.34685272,0,1,1,9.02,69,16.9979
Marlborough street,TRUE,40,17,23,OPEN,09-01-2021,22:40:00,-6.257389784,53.34818009,0,1,1,9.84,60,11.0014
Thomas street across from the hill top bar,FALSE,29,13,16,OPEN,09-01-2021,22:40:00,-6.28135398,53.34313377,0,1,1,9.84,60,0
Francis street opposite the liberty bell pub,TRUE,35,21,14,OPEN,09-01-2021,22:40:00,-6.275115162,53.34155082,0,1,1,9.02,69,8.9981
Cornmarket street outside farrow and ball,TRUE,40,35,5,OPEN,09-01-2021,22:40:00,-6.275891662,53.34326188,0,2,1,9.02,69,16.9979
May lane outside Hanley at the bar,TRUE,23,2,21,OPEN,09-01-2021,22:40:00,-6.275187582,53.3480536,0,1,1,7.38,74,6.0032
North kings street outside centra,FALSE,30,23,7,OPEN,09-01-2021,22:40:00,-6.270484328,53.35087553,0,1,1,7.38,74,6.0032
Cathal Brugha Street outside the Living Room pub,TRUE,40,37,3,OPEN,09-01-2021,22:40:00,-6.260164529,53.35221318,0,1,1,6.56,80,6.0032
Parliament street outside paramount hotel,FALSE,23,19,4,OPEN,09-01-2021,22:40:00,-6.267481595,53.34471186,0,1,1,6.56,80,6.0032
Parliament street outside spar shop,FALSE,40,32,8,OPEN,09-01-2021,22:40:00,-6.267346144,53.34468624,0,1,1,6.56,80,7.0015
"Eustace street, outside the Italian corner restaurant",FALSE,20,17,3,OPEN,09-01-2021,22:40:00,-6.264945567,53.34561337,0,1,1,5.74,80,0
"Essex street, outside the shack restaurant.",FALSE,20,5,15,OPEN,09-01-2021,22:40:00,-6.264374256,53.34549008,0,1,1,6.56,80,0
"Cope street, behind central bank",TRUE,21,16,5,OPEN,09-01-2021,22:40:00,-6.26306802,53.34492803,0,1,1,5.74,93,0
"Temple bar, outside Rory's fishing shop.",TRUE,29,2,27,OPEN,09-01-2021,22:40:00,-6.262601316,53.34562138,0,1,1,5.74,93,0
"Fleet Street, outside hard rock cafe",FALSE,40,36,4,OPEN,09-01-2021,22:40:00,-6.260741204,53.34577029,0,1,1,5.74,86,0
Burgh quay,FALSE,30,27,3,OPEN,10-01-2021,22:40:00,-6.25832051,53.34702084,0,1,1,5.74,86,0
Cork street,TRUE,20,16,4,OPEN,10-01-2021,22:40:00,-6.290792674,53.33423022,0,2,1,5.74,86,0
"Westmorleland street, outside Bewleys",FALSE,40,33,7,OPEN,10-01-2021,22:40:00,-6.259278059,53.34617781,0,2,1,6.56,80,0
Christchurch square,FALSE,40,15,25,OPEN,10-01-2021,22:40:00,-6.271794587,53.34257811,0,2,1,7.38,80,0
Thomas street outside st johns priory,FALSE,30,4,26,OPEN,10-01-2021,22:40:00,-6.277763844,53.34286315,0,1,1,9.02,75,0
Merchants quay,FALSE,30,0,30,OPEN,10-01-2021,22:40:00,-6.272678375,53.34495686,0,1,1,12.3,52,7.0015
Parkgate street outside Landis\subwau,TRUE,30,3,27,OPEN,10-01-2021,09:55:00,-6.294609457,53.34817688,0,1,1,11.48,61,7.0015
"Capel street, outside mcQuillan tools",TRUE,20,19,1,OPEN,10-01-2021,09:55:00,-6.26865238,53.34804559,0,1,1,11.48,61,6.0032
Fitzwilliam street upper,FALSE,33,33,0,OPEN,10-01-2021,09:55:00,-6.250543445,53.33552355,0,1,1,12.3,56,0
Fitzwilliam street lower,FALSE,40,26,14,OPEN,10-01-2021,09:55:00,-6.248227358,53.33788988,0,1,1,12.3,56,0
Fitzwilliam street lower,FALSE,40,35,5,OPEN,10-01-2021,09:55:00,-6.248077154,53.33777617,0,1,1,12.3,56,12.998
Church street Londis,FALSE,20,1,19,OPEN,10-01-2021,09:55:00,-6.274377555,53.35003177,0,1,1,10.66,65,11.0014
Top of Smithfield,TRUE,30,28,2,OPEN,10-01-2021,09:55:00,-6.277834922,53.34944898,0,1,1,10.66,65,12.998
Fitzwilliam square north,TRUE,30,6,24,OPEN,10-01-2021,09:55:00,-6.251549274,53.33571254,0,2,1,10.66,65,7.0015
Manor street,FALSE,32,5,27,OPEN,10-01-2021,09:55:00,-6.285188198,53.35308412,0,2,1,9.84,70,11.0014
Middle abbey street across the road from the Gin Palace  pub,FALSE,40,10,30,OPEN,10-01-2021,09:55:00,-6.263397932,53.34801997,0,2,1,9.84,70,12.998
"Camden street, Infront of great deals store.",FALSE,30,20,10,OPEN,10-01-2021,09:55:00,-6.265190989,53.33592955,0,2,1,9.84,65,19.0012
Berkeley road outside post office,TRUE,30,20,10,OPEN,10-01-2021,09:55:00,-6.269591153,53.35858467,1,2,1,9.84,65,15.0013
Liffey street outside entrance to Arnotts.,FALSE,40,35,5,OPEN,10-01-2021,09:55:00,-6.264034957,53.34852353,1,1,1,9.02,64,16.9979
Mount street uppwr,FALSE,20,17,3,OPEN,10-01-2021,09:55:00,-6.244546026,53.33702184,1,1,1,9.02,64,12.998
Charlemont place beside luas station ,TRUE,40,22,18,OPEN,10-01-2021,09:55:00,-6.258653104,53.33091783,1,1,1,9.02,64,12.998
Grand canal docks,FALSE,30,6,24,OPEN,10-01-2021,09:55:00,-6.238808781,53.34258852,1,1,1,8.2,59,15.0013
Admiral brown street,TRUE,30,7,23,OPEN,10-01-2021,09:55:00,-6.239453852,53.34532995,1,1,1,7.38,64,19.0012
All along Forbes street,FALSE,40,40,0,OPEN,10-01-2021,09:55:00,-6.238279045,53.34498248,1,1,1,6.56,69,22.0028
Blood stone /road horse fair intersection,FALSE,30,24,6,OPEN,11-01-2021,09:55:00,-6.235983074,53.3450089,1,2,1,6.56,64,19.0012
A'll along bood stone road,TRUE,40,33,7,OPEN,11-01-2021,09:55:00,-6.235950887,53.34507375,1,2,1,6.56,59,19.0012
All along Forbes street,FALSE,30,20,10,OPEN,11-01-2021,09:55:00,-6.238179803,53.34482395,1,2,1,6.56,59,19.9995
"Fade street, outside hogans bar",TRUE,38,11,27,OPEN,11-01-2021,09:55:00,-6.264417171,53.34207047,1,2,1,6.56,59,12.998
Benson street,FALSE,30,26,4,OPEN,11-01-2021,09:55:00,-6.233445704,53.34433076,1,2,1,6.56,59,12.998
Horse fair,FALSE,40,32,8,OPEN,11-01-2021,09:55:00,-6.236972809,53.34497847,1,2,1,7.38,55,7.0015
Prussia street,FALSE,30,26,4,OPEN,11-01-2021,09:55:00,-6.287840903,53.35609622,1,2,1,6.56,59,0
"Start of South William street, outside jewl in the crown",FALSE,20,6,14,OPEN,11-01-2021,09:55:00,-6.262051463,53.3428119,1,2,1,7.38,55,8.9981
 Parnell square west outside the rotunda hospital ,FALSE,30,1,29,OPEN,11-01-2021,09:55:00,-6.26450032,53.35301127,1,2,1,6.56,59,8.9981
,TRUE,40,29,11,OPEN,11-01-2021,09:55:00,-6.290662587,53.34183507,1,2,1,6.56,56,12.998
"Queen street, probation service ",FALSE,31,22,9,OPEN,11-01-2021,09:55:00,-6.279795617,53.34779341,1,2,1,6.56,59,12.998
"Christ church place, outside sunny's newsagent",FALSE,35,31,4,OPEN,11-01-2021,09:55:00,-6.270240247,53.34315219,1,2,1,6.56,55,15.0013
"Wexford street, outside solo clothes shop.",TRUE,40,40,0,OPEN,11-01-2021,09:55:00,-6.265384108,53.33649172,1,1,1,12.3,61,7.0015
Francis street outside reillys pharmacy ,FALSE,30,7,23,OPEN,11-01-2021,09:55:00,-6.276079416,53.34295923,1,3,1,6.56,59,11.0014
Houston train station,FALSE,30,26,4,OPEN,11-01-2021,09:55:00,-6.293238848,53.34612577,1,3,1,6.56,59,6.0032
"Top of baggot street lower, end of pembroke street lower",FALSE,24,12,12,OPEN,11-01-2021,09:55:00,-6.251306534,53.33771531,1,2,1,6.56,59,7.0015
"Edge of exchequer street, outside pharmacy and rustic stone",FALSE,40,5,35,OPEN,11-01-2021,09:55:00,-6.264303178,53.34296563,1,2,1,6.56,64,6.0032
"Essex street, outside zaytoon",FALSE,36,31,5,OPEN,11-01-2021,09:55:00,-6.267253608,53.34496807,0,1,1,10.66,35,30.0026
"Dame street,  outside Nico's restaurant",FALSE,40,30,10,OPEN,11-01-2021,09:55:00,-6.26409933,53.3442603,0,1,1,9.84,41,31.0009
"Prince's street north, outside penny's.",FALSE,40,22,18,OPEN,11-01-2021,09:55:00,-6.260648668,53.34896464,0,1,1,9.84,41,36.9974
Leinster street south outside TCD Leinster street,TRUE,40,40,0,OPEN,11-01-2021,09:55:00,-6.252918541,53.34181265,0,1,1,9.02,44,36.9974
Aungier street outside DIT,TRUE,25,18,7,OPEN,11-01-2021,09:55:00,-6.266168654,53.33863779,0,1,1,9.02,44,36.9974
Start of castle street,FALSE,29,14,15,OPEN,11-01-2021,09:55:00,-6.267496347,53.34391522,0,1,1,8.2,47,19.9995
"Molesworth street, ",FALSE,30,17,13,OPEN,11-01-2021,09:55:00,-6.258029491,53.34132903,0,1,1,7.38,51,16.9979
Parnell Streer outside Aldi,FALSE,20,3,17,OPEN,12-01-2021,09:55:00,-6.265747547,53.35051289,0,1,1,8.2,51,7.0015
"Prince's street north, outside penny's",FALSE,40,34,6,OPEN,12-01-2021,09:55:00,-6.260790825,53.34894062,0,1,1,9.02,47,19.0012
Talbot street outside wake cup,FALSE,30,16,14,OPEN,12-01-2021,09:55:00,-6.250971258,53.35126939,0,2,1,10.66,41,12.998
"Capel Street, outside The Horse Shoe shop",TRUE,29,22,7,OPEN,12-01-2021,09:55:00,-6.269926429,53.35090915,0,2,1,12.3,33,11.0014
Parnell street outside king fisher restraunt.,FALSE,30,12,13,OPEN,12-01-2021,09:55:00,-6.263267845,53.35177931,0,1,1,12.3,33,7.0015
"Johnstone place, outside pharmacy",FALSE,40,40,0,OPEN,12-01-2021,09:55:00,-6.263511926,53.34102076,0,1,1,13.94,29,0
"Camden street upper, outside damascus gate restaurant ",FALSE,40,3,37,OPEN,12-01-2021,09:55:00,-6.265024692,53.33286797,0,1,1,14.76,27,11.0014
"Trinity street, outside jack jones shop",FALSE,40,34,6,OPEN,12-01-2021,09:55:00,-6.262032688,53.34383996,0,1,1,14.76,27,6.0032
"End of Liffey street lower, outside the grand social",TRUE,40,32,8,OPEN,12-01-2021,09:55:00,-6.263313442,53.34680228,0,1,1,14.76,29,6.0032
End of Patricia street outside spar,FALSE,40,18,22,OPEN,12-01-2021,09:55:00,-6.272449046,53.33910542,0,1,1,13.94,33,11.0014
"Start of westborough street, beside the butchers bar",TRUE,40,40,0,OPEN,12-01-2021,09:55:00,-6.269899607,53.34332353,0,2,1,13.94,36,8.9981
Heuston Luas stop,FALSE,30,10,20,OPEN,12-01-2021,09:55:00,-6.29202649,53.34690716,0,2,1,13.94,36,8.9981
James street outside McCanns pub,FALSE,30,11,19,OPEN,12-01-2021,09:55:00,-6.288935244,53.34351569,0,2,1,13.94,42,0
Thomas street outside Massey bros funeral home,FALSE,40,33,7,OPEN,12-01-2021,09:55:00,-6.280841678,53.34319623,0,2,1,13.12,53,0
"Essex street east, outside costa cafe.",FALSE,30,8,22,OPEN,12-01-2021,09:55:00,-6.265047491,53.34538679,0,2,1,13.12,57,15.0013
"Eustace street, outside the orseman pub",FALSE,20,5,15,OPEN,12-01-2021,09:55:00,-6.264875829,53.34536358,0,2,1,12.3,61,11.0014
"Cecilia street, outside temple lane recording studios",FALSE,20,4,16,OPEN,12-01-2021,09:55:00,-6.263965219,53.3450073,0,2,1,13.94,42,22.0028
"Cecilia street, outside luigi malones restaurant",FALSE,30,27,3,OPEN,12-01-2021,09:55:00,-6.263536066,53.3450113,0,2,1,13.94,42,22.0028
"Fleet Street, across from thunder road cafe",FALSE,22,15,7,OPEN,12-01-2021,09:55:00,-6.261535138,53.34571905,0,2,1,13.94,42,22.0028
Infirmary road,FALSE,38,37,1,OPEN,12-01-2021,09:55:00,-6.295009106,53.34846509,0,2,1,13.94,42,19.9995
Middle abbey street outside arnotts.,TRUE,40,30,10,OPEN,12-01-2021,09:55:00,-6.262722015,53.34809683,0,1,1,13.12,45,11.0014
Upper abbey street near the Jervia Luas stop.,FALSE,27,23,4,OPEN,12-01-2021,09:55:00,-6.264595538,53.34786626,0,2,1,13.94,36,0
Talbot street across the road from Paddy Power,FALSE,40,18,21,OPEN,12-01-2021,09:55:00,-6.252361983,53.35108127,0,2,1,17.22,26,19.9995
Top of Forbes street,FALSE,30,28,2,OPEN,12-01-2021,09:55:00,-6.238356829,53.34462059,0,2,1,17.22,26,19.0012
All along blood stone road,FALSE,40,0,40,OPEN,13-01-2021,09:55:00,-6.236162782,53.3446302,0,2,1,13.12,57,19.9995
North Circular road outside Matter hospital. ,TRUE,30,19,11,OPEN,13-01-2021,09:55:00,-6.266330928,53.3602014,0,2,1,13.12,57,19.0012
Parnell street outside Jervis medical centre,FALSE,20,20,0,OPEN,13-01-2021,09:55:00,-6.267299205,53.35003097,0,2,1,13.12,57,16.9979
"Wood quay, outside DCC",TRUE,40,22,18,OPEN,13-01-2021,09:55:00,-6.270107478,53.34501931,0,2,1,13.12,57,7.0015
Start of marborough street outside the abbey theatre,FALSE,40,30,10,OPEN,13-01-2021,09:55:00,-6.257431358,53.34837783,0,2,1,13.12,66,12.998
Ormond square,FALSE,36,28,8,OPEN,13-01-2021,09:55:00,-6.271288991,53.34610495,0,3,1,12.3,81,22.0028
"Drury street, outside George's st. arcade",TRUE,40,7,32,OPEN,13-01-2021,09:55:00,-6.263249069,53.34238835,0,2,1,13.12,76,16.9979
Sponsor Dock Luas station,FALSE,40,6,34,OPEN,13-01-2021,09:55:00,-6.237128377,53.34872687,0,2,1,12.3,70,30.0026
Outside criminal courts of justice,FALSE,20,5,15,OPEN,13-01-2021,09:55:00,-6.296098083,53.34829617,0,3,1,11.48,75,27.9993
"Houston station,",FALSE,40,26,14,OPEN,13-01-2021,09:55:00,-6.297288984,53.3466958,0,2,1,11.48,75,26.0027
Eden quay,FALSE,40,38,2,OPEN,13-01-2021,09:55:00,-6.257094741,53.34794472,0,2,1,9.84,87,23.9994
"Chatham road, outside DIT music and drama",FALSE,20,14,6,OPEN,13-01-2021,09:55:00,-6.262814552,53.34105679,0,2,1,9.84,87,23.9994
Parnell street outside cycleways. ,FALSE,30,27,3,OPEN,13-01-2021,09:55:00,-6.265170872,53.35093077,0,3,1,9.84,81,26.0027
Bottom of grafton streer,FALSE,40,37,3,OPEN,13-01-2021,09:55:00,-6.259318292,53.34330432,0,3,1,9.02,75,30.0026
Baggot street lower outside tailored finance.,TRUE,20,20,0,OPEN,13-01-2021,09:55:00,-6.247524619,53.3359728,0,3,1,8.2,75,27.9993
"Essex street, outside the porterhouse pub",TRUE,40,34,6,OPEN,13-01-2021,09:55:00,-6.267343462,53.34503372,0,3,1,8.2,75,27.9993
"Wexford street, in front of whelans off licence",TRUE,40,37,3,OPEN,13-01-2021,09:55:00,-6.265596002,53.33655017,1,2,1,4.92,80,19.0012
Capel street outside codys of Capel Street.,TRUE,20,15,5,OPEN,13-01-2021,09:55:00,-6.26895681,53.34913196,1,2,1,4.92,80,19.0012
Parnell street across the road from Euro Giant shop,TRUE,40,35,5,OPEN,13-01-2021,09:55:00,-6.266548187,53.35023351,1,2,1,4.92,80,16.9979
Marlborough Street outside Spar shop,FALSE,16,16,0,OPEN,13-01-2021,09:55:00,-6.258189082,53.35024071,1,2,1,5.74,74,16.9979
Amiens Street at Luas station,TRUE,38,13,25,OPEN,13-01-2021,09:55:00,-6.249909103,53.35103243,1,1,1,6.56,69,0
"Camden street, outside penny farthing cycles",FALSE,30,0,0,CLOSED,13-01-2021,09:55:00,-6.265365332,53.33578381,1,1,1,6.56,64,0
"Camden street lower, outside tommy Moore jewellers",TRUE,16,0,16,OPEN,13-01-2021,09:55:00,-6.265102476,53.33561404,1,1,1,8.2,59,7.0015
Cavendish road outside the Ambassador theatre.,FALSE,25,15,10,OPEN,13-01-2021,09:55:00,-6.261722893,53.35282476,1,1,1,9.02,55,11.0014
Beresford Place Infront of Busaras.,FALSE,20,7,13,OPEN,14-01-2021,09:55:00,-6.252375394,53.34952263,1,1,1,9.02,55,12.998
"Burgh quay, outside Jaffa deli",TRUE,40,10,30,OPEN,14-01-2021,09:55:00,-6.257043779,53.34728023,1,1,1,9.84,48,12.998
"Hawkins street, outside PCI college",FALSE,29,3,26,OPEN,14-01-2021,09:55:00,-6.257368326,53.34717936,1,1,1,9.02,51,11.0014
"Westmoreland street, outside fexco",TRUE,35,30,5,OPEN,14-01-2021,09:55:00,-6.259280741,53.34530433,1,1,1,9.02,51,15.0013
"College green, outside dubarry of Ireland shop",TRUE,40,40,0,OPEN,14-01-2021,09:55:00,-6.25984937,53.34428192,1,1,1,9.02,47,8.9981
Mabbot lane,TRUE,23,7,16,OPEN,14-01-2021,09:55:00,-6.254621744,53.35223079,1,1,1,8.2,47,19.0012
,FALSE,30,30,0,OPEN,14-01-2021,09:55:00,-6.263420731,53.33592875,1,1,1,8.2,47,15.0013
,TRUE,40,32,8,OPEN,14-01-2021,09:55:00,-6.265754253,53.33960508,1,1,1,8.2,47,16.9979
,FALSE,23,22,1,OPEN,14-01-2021,09:55:00,-6.261592805,53.34363419,1,1,1,6.56,43,16.9979
Parnell Street outside Centra,FALSE,40,28,12,OPEN,14-01-2021,09:55:00,-6.263879389,53.35145831,1,1,1,6.56,43,16.9979
,FALSE,20,19,1,OPEN,14-01-2021,09:55:00,-6.265408248,53.34110643,1,1,1,5.74,50,12.998
,FALSE,20,15,5,OPEN,14-01-2021,09:55:00,-6.265803874,53.34514581,1,1,1,5.74,46,11.0014
,TRUE,21,1,20,OPEN,14-01-2021,09:55:00,-6.265716702,53.34523708,1,1,1,4.92,50,8.9981
,TRUE,29,0,29,OPEN,14-01-2021,09:55:00,-6.26422137,53.34497847,1,1,1,4.92,50,11.0014
,FALSE,40,36,4,OPEN,14-01-2021,09:55:00,-6.251496971,53.33775535,1,1,1,4.92,50,7.0015
,FALSE,30,12,18,OPEN,14-01-2021,09:55:00,-6.266094893,53.35038881,1,1,1,4.92,50,7.0015
,TRUE,20,18,2,OPEN,14-01-2021,09:55:00,-6.280289143,53.3472354,1,1,1,4.92,54,8.9981
,FALSE,40,38,2,OPEN,14-01-2021,09:55:00,-6.250061989,53.33728289,1,1,1,5.74,54,11.0014
,FALSE,40,19,21,OPEN,14-01-2021,09:55:00,-6.247862577,53.33837834,1,1,1,7.38,51,6.0032
,FALSE,30,7,23,OPEN,14-01-2021,09:55:00,-6.252391487,53.33794353,1,1,1,8.2,40,0
,FALSE,30,7,23,OPEN,14-01-2021,09:55:00,-6.253306121,53.3381221,1,1,1,9.84,41,7.0015
,TRUE,30,2,28,OPEN,14-01-2021,13:52:00,-6.261253506,53.33945615,1,1,1,10.66,35,6.0032
,TRUE,20,19,1,OPEN,14-01-2021,13:52:00,-6.261083186,53.33967315,1,1,1,12.3,28,6.0032
,FALSE,33,32,1,OPEN,14-01-2021,13:52:00,-6.25698477,53.33909421,1,1,1,13.12,29,7.0015
,FALSE,40,32,8,OPEN,15-01-2021,13:52:00,-6.261006743,53.33977164,1,1,1,13.94,25,6.0032
,FALSE,40,30,10,OPEN,15-01-2021,13:52:00,-6.266705096,53.34502571,1,1,1,13.94,25,0
,FALSE,20,2,18,OPEN,15-01-2021,13:52:00,-6.249659657,53.34338438,1,1,1,13.94,25,6.0032
,TRUE,30,21,9,OPEN,15-01-2021,13:52:00,-6.280277073,53.34703925,1,1,1,13.12,26,6.0032
,TRUE,30,1,29,OPEN,15-01-2021,13:52:00,-6.2667346,53.34885416,1,1,1,12.3,33,0
,FALSE,32,6,26,OPEN,15-01-2021,13:52:00,-6.260680854,53.34570624,1,1,1,9.84,60,11.0014
,FALSE,40,1,39,OPEN,15-01-2021,13:52:00,-6.26025036,53.34573587,1,1,1,9.84,48,0
,FALSE,30,20,10,OPEN,15-01-2021,13:52:00,-6.259184182,53.34787667,1,1,1,9.84,48,0
,TRUE,30,24,6,OPEN,15-01-2021,13:52:00,-6.26599431,53.34688074,1,1,1,9.02,55,6.0032
,FALSE,40,39,1,OPEN,15-01-2021,13:52:00,-6.255045533,53.3514511,1,1,1,9.02,55,6.0032
Aungier street; outside queen beauty salon,FALSE,20,7,13,OPEN,15-01-2021,13:52:00,-6.265783757,53.34033214,1,1,1,9.02,60,6.0032
"Parnell street, outside Paddy Powers",TRUE,40,9,31,OPEN,15-01-2021,13:52:00,-6.264296472,53.35105325,1,1,1,8.2,64,6.0032
,FALSE,30,0,30,OPEN,15-01-2021,13:52:00,-6.268185675,53.3447647,1,1,1,8.2,64,8.9981
,TRUE,30,1,29,OPEN,15-01-2021,13:52:00,-6.265089065,53.33518961,1,1,1,8.2,69,8.9981
O'Connell Street outside the Gresham hotel,FALSE,40,40,0,OPEN,15-01-2021,13:52:00,-6.260890067,53.35171207,1,1,1,8.2,69,12.998
Exchequer Street,FALSE,30,21,9,OPEN,15-01-2021,13:52:00,-6.262542307,53.34309454,1,1,1,8.2,72,12.998
,TRUE,40,36,4,OPEN,15-01-2021,13:52:00,-6.263363063,53.34307372,1,1,1,9.84,70,15.0013
Excheqer Street,FALSE,30,21,9,OPEN,15-01-2021,13:52:00,-6.263764054,53.34312737,1,2,1,9.84,75,19.9995
,TRUE,38,18,20,OPEN,15-01-2021,13:52:00,-6.262097061,53.34388319,1,2,1,10.66,70,19.0012
,FALSE,30,30,0,OPEN,15-01-2021,13:52:00,-6.267238855,53.34506734,1,2,1,13.12,57,26.0027
,FALSE,40,35,5,OPEN,15-01-2021,13:52:00,-6.278563142,53.3483386,1,2,1,14.76,53,23.9994
,FALSE,30,24,6,OPEN,15-01-2021,13:52:00,-6.266171336,53.34736029,1,2,1,15.58,54,19.9995
,FALSE,20,7,13,OPEN,15-01-2021,13:52:00,-6.251912713,53.33381458,1,2,1,16.4,50,19.9995
,FALSE,30,1,29,OPEN,15-01-2021,13:52:00,-6.277897954,53.34931769,1,3,1,16.4,54,26.0027
,TRUE,40,31,9,OPEN,16-01-2021,13:52:00,-6.26231432,53.34803598,1,3,1,15.58,62,19.0012
,FALSE,31,21,10,OPEN,16-01-2021,13:52:00,-6.259095669,53.34103037,1,3,1,14.76,66,12.998
,FALSE,35,34,1,OPEN,16-01-2021,13:52:00,-6.256929785,53.34124416,1,2,1,13.94,87,22.0028
,TRUE,40,39,1,OPEN,16-01-2021,13:52:00,-6.249551028,53.34355492,1,3,1,13.94,93,19.9995
,FALSE,30,14,16,OPEN,16-01-2021,13:52:00,-6.260042489,53.34838503,1,2,1,13.94,93,23.9994
,FALSE,30,25,5,OPEN,16-01-2021,13:52:00,-6.257686168,53.33927598,1,2,1,13.94,87,22.0028
,FALSE,24,2,22,OPEN,16-01-2021,13:52:00,-6.264009476,53.34846669,1,3,1,13.94,87,19.0012
Top of Parnell square east.,FALSE,40,18,22,OPEN,16-01-2021,13:52:00,-6.263313442,53.35443291,1,2,1,13.12,93,15.0013
Bresford Place beside Liberty Hall and bus eireann bus stop,FALSE,36,30,6,OPEN,16-01-2021,13:52:00,-6.255112588,53.3487581,1,3,1,13.12,93,0
Ovoca,FALSE,40,25,15,OPEN,16-01-2021,13:52:00,-6.272549629,53.33352788,1,2,1,13.12,100,0
Hawkins street,FALSE,40,36,4,OPEN,16-01-2021,13:52:00,-6.257003546,53.34618021,1,2,1,13.12,100,0
Cumberland street North outside nam thanh supermarket,TRUE,40,40,0,OPEN,16-01-2021,13:52:00,-6.258065701,53.35383416,1,2,1,13.12,93,7.0015
"Clarendon street, across from BT",TRUE,25,25,0,OPEN,16-01-2021,13:52:00,-6.260721087,53.34278548,1,2,1,13.12,93,7.0015
Store street outside Bus Eireann,FALSE,29,0,29,OPEN,16-01-2021,13:52:00,-6.251509041,53.34995172,1,3,1,13.94,93,6.0032
North Frederick street outside Lady beauty Parlour,FALSE,30,26,4,OPEN,16-01-2021,13:52:00,-6.264576763,53.35554873,1,3,1,13.94,100,8.9981
"South George's street, outside laser dvd",FALSE,20,5,15,OPEN,16-01-2021,13:52:00,-6.2644279,53.34248363,1,3,1,14.76,93,8.9981
Georges dock outside Ely chq,FALSE,40,31,9,OPEN,16-01-2021,13:52:00,-6.248142868,53.34945698,1,3,1,13.94,93,23.9994
Smithfield near luas station,FALSE,30,20,10,OPEN,16-01-2021,13:52:00,-6.278260052,53.3472354,1,3,1,17.22,94,22.0028
St James hospital,TRUE,29,14,15,OPEN,16-01-2021,13:52:00,-6.292752028,53.34093668,1,1,1,21.32,77,30.0026
Brooksfield road outside mace,FALSE,30,15,10,OPEN,16-01-2021,13:52:00,-6.300144196,53.33877552,1,3,1,22.14,60,31.0009
Back of fleet street car park,FALSE,40,40,0,OPEN,16-01-2021,13:52:00,-6.26120358,53.34525232,1,3,1,22.14,60,31.0009
Tara street,FALSE,40,0,40,OPEN,16-01-2021,13:52:00,-6.255120635,53.3473715,1,3,1,22.96,56,40.9973
Bottom of Westmoreland street,FALSE,40,31,9,OPEN,16-01-2021,13:52:00,-6.249292195,53.34397447,1,1,1,18.86,41,54.002
D'Oliver street,TRUE,40,32,8,OPEN,16-01-2021,13:52:00,-6.258726865,53.34672142,1,1,1,13.12,49,31.0009
Top of Capel Street,FALSE,40,26,14,OPEN,17-01-2021,13:52:00,,,1,1,1,13.12,49,50.0021
Swift Row,TRUE,40,40,0,OPEN,17-01-2021,13:52:00,,,1,1,1,13.12,49,32.9975
Bride Road,FALSE,30,18,12,OPEN,17-01-2021,13:52:00,,,1,1,1,12.3,52,30.0026
Luke Street,FALSE,30,20,10,OPEN,17-01-2021,13:52:00,,,1,1,1,12.3,49,40.9973
